thisN,thisTrialN,thisRepN,R1.numClicks,R1.timesOn,R1.timesOff,R2.numClicks,R2.timesOn,R2.timesOff,R3.numClicks,R3.timesOn,R3.timesOff,R4.numClicks,R4.timesOn,R4.timesOff,R5.numClicks,R5.timesOn,R5.timesOff,R6.numClicks,R6.timesOn,R6.timesOff,R7.numClicks,R7.timesOn,R7.timesOff,R8.numClicks,R8.timesOn,R8.timesOff,B1.numClicks,B1.timesOn,B1.timesOff,B2.numClicks,B2.timesOn,B2.timesOff,B3.numClicks,B3.timesOn,B3.timesOff,B4.numClicks,B4.timesOn,B4.timesOff,B5.numClicks,B5.timesOn,B5.timesOff,B6.numClicks,B6.timesOn,B6.timesOff,B7.numClicks,B7.timesOn,B7.timesOff,B8.numClicks,B8.timesOn,B8.timesOff,V1.numClicks,V1.timesOn,V1.timesOff,V2.numClicks,V2.timesOn,V2.timesOff,V3.numClicks,V3.timesOn,V3.timesOff,V4.numClicks,V4.timesOn,V4.timesOff,V5.numClicks,V5.timesOn,V5.timesOff,V6.numClicks,V6.timesOn,V6.timesOff,V7.numClicks,V7.timesOn,V7.timesOff,V8.numClicks,V8.timesOn,V8.timesOff,J1.numClicks,J1.timesOn,J1.timesOff,J2.numClicks,J2.timesOn,J2.timesOff,J3.numClicks,J3.timesOn,J3.timesOff,J4.numClicks,J4.timesOn,J4.timesOff,J5.numClicks,J5.timesOn,J5.timesOff,J6.numClicks,J6.timesOn,J6.timesOff,J7.numClicks,J7.timesOn,J7.timesOff,J8.numClicks,J8.timesOn,J8.timesOff,Pasdeffort.numClicks,Pasdeffort.timesOn,Pasdeffort.timesOff,__1.numClicks,__1.timesOn,__1.timesOff,Trespeudeffort.numClicks,Trespeudeffort.timesOn,Trespeudeffort.timesOff,__2.numClicks,__2.timesOn,__2.timesOff,Peudeffort.numClicks,Peudeffort.timesOn,Peudeffort.timesOff,__3.numClicks,__3.timesOn,__3.timesOff,Effortmodere.numClicks,Effortmodere.timesOn,Effortmodere.timesOff,__4.numClicks,__4.timesOn,__4.timesOff,Effortconsiderable.numClicks,Effortconsiderable.timesOn,Effortconsiderable.timesOff,__5.numClicks,__5.timesOn,__5.timesOff,Beaucoupdeffort.numClicks,Beaucoupdeffort.timesOn,Beaucoupdeffort.timesOff,Quedubruit.numClicks,Quedubruit.timesOn,Quedubruit.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,text_instruction.started,R1.started,R2.started,R3.started,R4.started,R5.started,R6.started,R7.started,R8.started,B1.started,B2.started,B3.started,B4.started,B5.started,B6.started,B7.started,B8.started,V1.started,V2.started,V3.started,V4.started,V5.started,V6.started,V7.started,V8.started,J1.started,J2.started,J3.started,J4.started,J5.started,J6.started,J7.started,J8.started,sound_1.started,text_instruction.stopped,sound_1.stopped,trial.stopped,trials.R1.numClicks,trials.R1.timesOn,trials.R1.timesOff,trials.R2.numClicks,trials.R2.timesOn,trials.R2.timesOff,trials.R3.numClicks,trials.R3.timesOn,trials.R3.timesOff,trials.R4.numClicks,trials.R4.timesOn,trials.R4.timesOff,trials.R5.numClicks,trials.R5.timesOn,trials.R5.timesOff,trials.R6.numClicks,trials.R6.timesOn,trials.R6.timesOff,trials.R7.numClicks,trials.R7.timesOn,trials.R7.timesOff,trials.R8.numClicks,trials.R8.timesOn,trials.R8.timesOff,trials.B1.numClicks,trials.B1.timesOn,trials.B1.timesOff,trials.B2.numClicks,trials.B2.timesOn,trials.B2.timesOff,trials.B3.numClicks,trials.B3.timesOn,trials.B3.timesOff,trials.B4.numClicks,trials.B4.timesOn,trials.B4.timesOff,trials.B5.numClicks,trials.B5.timesOn,trials.B5.timesOff,trials.B6.numClicks,trials.B6.timesOn,trials.B6.timesOff,trials.B7.numClicks,trials.B7.timesOn,trials.B7.timesOff,trials.B8.numClicks,trials.B8.timesOn,trials.B8.timesOff,trials.V1.numClicks,trials.V1.timesOn,trials.V1.timesOff,trials.V2.numClicks,trials.V2.timesOn,trials.V2.timesOff,trials.V3.numClicks,trials.V3.timesOn,trials.V3.timesOff,trials.V4.numClicks,trials.V4.timesOn,trials.V4.timesOff,trials.V5.numClicks,trials.V5.timesOn,trials.V5.timesOff,trials.V6.numClicks,trials.V6.timesOn,trials.V6.timesOff,trials.V7.numClicks,trials.V7.timesOn,trials.V7.timesOff,trials.V8.numClicks,trials.V8.timesOn,trials.V8.timesOff,trials.J1.numClicks,trials.J1.timesOn,trials.J1.timesOff,trials.J2.numClicks,trials.J2.timesOn,trials.J2.timesOff,trials.J3.numClicks,trials.J3.timesOn,trials.J3.timesOff,trials.J4.numClicks,trials.J4.timesOn,trials.J4.timesOff,trials.J5.numClicks,trials.J5.timesOn,trials.J5.timesOff,trials.J6.numClicks,trials.J6.timesOn,trials.J6.timesOff,trials.J7.numClicks,trials.J7.timesOn,trials.J7.timesOff,trials.J8.numClicks,trials.J8.timesOn,trials.J8.timesOff,escu.started,Pasdeffort.started,__1.started,Trespeudeffort.started,__2.started,Peudeffort.started,__3.started,Effortmodere.started,__4.started,Effortconsiderable.started,__5.started,Beaucoupdeffort.started,Quedubruit.started,escu.stopped,trials.Pasdeffort.numClicks,trials.Pasdeffort.timesOn,trials.Pasdeffort.timesOff,trials.__1.numClicks,trials.__1.timesOn,trials.__1.timesOff,trials.Trespeudeffort.numClicks,trials.Trespeudeffort.timesOn,trials.Trespeudeffort.timesOff,trials.__2.numClicks,trials.__2.timesOn,trials.__2.timesOff,trials.Peudeffort.numClicks,trials.Peudeffort.timesOn,trials.Peudeffort.timesOff,trials.__3.numClicks,trials.__3.timesOn,trials.__3.timesOff,trials.Effortmodere.numClicks,trials.Effortmodere.timesOn,trials.Effortmodere.timesOff,trials.__4.numClicks,trials.__4.timesOn,trials.__4.timesOff,trials.Effortconsiderable.numClicks,trials.Effortconsiderable.timesOn,trials.Effortconsiderable.timesOff,trials.__5.numClicks,trials.__5.timesOn,trials.__5.timesOff,trials.Beaucoupdeffort.numClicks,trials.Beaucoupdeffort.timesOn,trials.Beaucoupdeffort.timesOff,trials.Quedubruit.numClicks,trials.Quedubruit.timesOn,trials.Quedubruit.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
21,0,21,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.16945430007763207],[0.16945970011875033],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1700816999655217],[0.17008660011924803],0,,,0,,,21,0,21,0,12.705752399982885,,,12.678288099821657,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.705752399982885,12.688977166606735,,,12.876836399780586,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.16945430007763207],[0.16945970011875033],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12.896478799870238,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,12.922370299929753,13.092834899900481,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1700816999655217],[0.17008660011924803],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
22,0,22,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10204789997078478],[0.10205270000733435],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.17017870000563562],[0.17018390004523098],0,,,0,,,22,0,22,0,13.13930969987996,,,13.095279299886897,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.13930969987996,13.106147566639509,,,13.243027999997139,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10204789997078478],[0.10205270000733435],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,13.252888499991968,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.272373899817467,13.442914699902758,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.17017870000563562],[0.17018390004523098],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
23,0,23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.20523940003477037],[0.20524680009111762],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.06911460007540882],[0.06911900010891259],0,,,0,,,23,0,23,0,13.489021599991247,,,13.445285399910063,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.489021599991247,13.456134666517999,,,13.696636699838564,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.20523940003477037],[0.20524680009111762],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,13.714960499899462,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.738958599977195,13.808466699905694,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.06911460007540882],[0.06911900010891259],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
24,0,24,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11856730002909899],[0.11857159994542599],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12017949996516109],[0.12018419988453388],0,,,0,,,24,0,24,0,13.855961199849844,,,13.81100959982723,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.855961199849844,13.822814966614049,,,13.976100799860433,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11856730002909899],[0.11857159994542599],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,13.993990399874747,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.02193779987283,14.142429099883884,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12017949996516109],[0.12018419988453388],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
25,0,25,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11965729994699359],[0.11966339987702668],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1366481001023203],[0.1366528000216931],0,,,0,,,25,0,25,0,14.189053399953991,,,14.144678799901158,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.189053399953991,14.15647196659508,,,14.311100099934265,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11965729994699359],[0.11966339987702668],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14.323063999880105,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.338807499967515,14.475777499843389,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1366481001023203],[0.1366528000216931],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
26,0,26,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15511210006661713],[0.1551212000194937],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11955290008336306],[0.11955710011534393],0,,,0,,,26,0,26,0,14.505909499945119,,,14.478097099810839,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.505909499945119,14.4899752664535,,,14.663886899827048,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15511210006661713],[0.1551212000194937],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14.675468599889427,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.689103199867532,14.80899059982039,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11955290008336306],[0.11955710011534393],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
27,0,27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13584280014038086],[0.13584710005670786],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1218854000326246],[0.12189790001139045],0,,,0,,,27,0,27,0,14.855641099857166,,,14.811299199936911,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.855641099857166,14.823172266657155,,,14.993031499907374,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13584280014038086],[0.13584710005670786],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,15.012802799930796,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.03878159984015,15.161331899929792,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1218854000326246],[0.12189790001139045],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
28,0,28,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11937849991954863],[0.11938319983892143],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11816459987312555],[0.11816950002685189],0,,,0,,,28,0,28,0,15.205797499977052,,,15.166180299827829,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.205797499977052,15.172065766590338,,,15.326686499873176,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11937849991954863],[0.11938319983892143],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,15.344478399958462,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.374160599894822,15.4927087998949,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11816459987312555],[0.11816950002685189],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
29,0,29,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11915699997916818],[0.11916160001419485],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13679719995707273],[0.1368017999920994],0,,,0,,,29,0,29,0,15.539198599988595,,,15.49501119996421,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.539198599988595,15.506596166469778,,,15.659942199941725,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11915699997916818],[0.11916160001419485],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,15.675183199811727,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.70528839994222,15.842428399948403,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13679719995707273],[0.1368017999920994],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
30,0,30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15280880010686815],[0.15281319990754128],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12171879992820323],[0.12172919977456331],0,,,0,,,30,0,30,0,15.872172399889678,,,15.844695299863815,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.872172399889678,15.856548866551991,,,16.026522599859163,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15280880010686815],[0.15281319990754128],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16.044144899817184,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.072479099966586,16.194837299874052,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12171879992820323],[0.12172919977456331],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
31,0,31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10343940020538867],[0.10344990016892552],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.30332769989036024],[0.303336399840191],0,,,0,,,31,0,31,0,16.238854399882257,,,16.199651999864727,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.238854399882257,16.206204566468173,,,16.345448499778286,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10343940020538867],[0.10344990016892552],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,16.364250499987975,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.389688699971884,16.693670199951157,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.30332769989036024],[0.303336399840191],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
